pdf,study,field,status,priority,legacy_value_json,legacy_normalized_json,llm_a_value_json,llm_a_normalized_json,llm_b_value_json,llm_b_normalized_json,agreement_pattern,reviewed_value_json,decision_status,reviewer,decision_reason,evidence_quote,page,notes,suggested_value_json,suggested_source,suggestion_confidence,suggested_decision_status,review_action,suggestion_reason,needs_pdf_check,alignment_issue,alignment_evidence
Feather 2006 - Traumafocused_cognitive_behavi.PDF.pdf,Feather 2006,Setting,all_different,high,"""OPC""","[""outpatient psychiatric center""]",null,[],"""OTH""","[""other""]",all available non-empty values differ,,,,,,,PDF alignment issue: empty_extracted_blocks; see review/pdf_alignment_issues.csv.,,,none,,fix_pdf_alignment_first,PDF alignment issue: fix file mapping or extracted text before field-level review. All available source values differ; source PDF review required before choosing a value.,alignment_issue,empty_extracted_blocks,No text found in the first two pages of Feather 2006 - Traumafocused_cognitive_behavi.PDF_blocks.json.
Heard 1992.pdf,Heard 1992,Setting,all_different,high,"""UC""","[""university clinic""]",null,[],"""mixed code (clinical settings, school settings, outpatient clinics)""","[""mixed code (clinical settings"", ""outpatient clinics)"", ""school settings""]",all available non-empty values differ,,,,,,,PDF alignment issue: legacy_author_not_in_first_pages; see review/pdf_alignment_issues.csv.,,,none,,fix_pdf_alignment_first,PDF alignment issue: fix file mapping or extracted text before field-level review. All available source values differ; source PDF review required before choosing a value.,alignment_issue,legacy_author_not_in_first_pages,Legacy study author token 'heard' was not found in the first two pages of Heard 1992_blocks.json.
Neuhoff 2006.pdf,Neuhoff 2006,Setting,all_different,high,"""UC""","[""university clinic""]",null,[],"""Outpatient Psychiatric Center/OPC""","[""outpatient psychiatric center""]",all available non-empty values differ,,,,,,,PDF alignment issue: duplicate_pdf_file; see review/pdf_alignment_issues.csv.,,,none,,fix_pdf_alignment_first,PDF alignment issue: fix file mapping or extracted text before field-level review. All available source values differ; source PDF review required before choosing a value.,alignment_issue,duplicate_pdf_file,Same SHA-256 hash as another input PDF filename. Related: Eisen 2008.pdf (Eisen 2008)
Eisen 2008.pdf,Eisen 2008,Total Number of Observations,all_different,high,"[13, 14, 15, 16]","[""13"", ""14"", ""15"", ""16""]",null,[],"""NR""","[""not reported""]",all available non-empty values differ,,,,,,,PDF alignment issue: duplicate_pdf_file; see review/pdf_alignment_issues.csv.,,,none,,fix_pdf_alignment_first,PDF alignment issue: fix file mapping or extracted text before field-level review. All available source values differ; source PDF review required before choosing a value.,alignment_issue,duplicate_pdf_file,Same SHA-256 hash as another input PDF filename. Related: Neuhoff 2006.pdf (Neuhoff 2006)
Feather 2006 - Traumafocused_cognitive_behavi.PDF.pdf,Feather 2006,Total Number of Observations,all_different,high,"[19, 17, 20]","[""17"", ""19"", ""20""]",null,[],"""varied per participant, weekly assessments over baseline, treatment and follow-up phases""","[""varied per participant, weekly assessments over baseline, treatment and follow-up phases""]",all available non-empty values differ,,,,,,,PDF alignment issue: empty_extracted_blocks; see review/pdf_alignment_issues.csv.,,,none,,fix_pdf_alignment_first,PDF alignment issue: fix file mapping or extracted text before field-level review. All available source values differ; source PDF review required before choosing a value.,alignment_issue,empty_extracted_blocks,No text found in the first two pages of Feather 2006 - Traumafocused_cognitive_behavi.PDF_blocks.json.
Heard 1992.pdf,Heard 1992,Total Number of Observations,all_different,high,11,"[""11""]",null,[],"""varies by study, sample sizes range from single cases to over 100 participants""","[""varies by study, sample sizes range from single cases to over 100 participants""]",all available non-empty values differ,,,,,,,PDF alignment issue: legacy_author_not_in_first_pages; see review/pdf_alignment_issues.csv.,,,none,,fix_pdf_alignment_first,PDF alignment issue: fix file mapping or extracted text before field-level review. All available source values differ; source PDF review required before choosing a value.,alignment_issue,legacy_author_not_in_first_pages,Legacy study author token 'heard' was not found in the first two pages of Heard 1992_blocks.json.
Neuhoff 2006.pdf,Neuhoff 2006,Treatment directed at,all_different,high,"[""child"", ""parent""]","[""child"", ""parent""]",null,[],"""parent""","[""parent""]",all available non-empty values differ,,,,,,,PDF alignment issue: duplicate_pdf_file; see review/pdf_alignment_issues.csv.,,,none,,fix_pdf_alignment_first,PDF alignment issue: fix file mapping or extracted text before field-level review. All available source values differ; source PDF review required before choosing a value.,alignment_issue,duplicate_pdf_file,Same SHA-256 hash as another input PDF filename. Related: Eisen 2008.pdf (Eisen 2008)
Feather 2006 - Traumafocused_cognitive_behavi.PDF.pdf,Feather 2006,Treatment length,all_different,high,"[23, 24, 28]","[""23"", ""24"", ""28""]",null,[],"""16 sessions""","[""16""]",all available non-empty values differ,,,,,,,PDF alignment issue: empty_extracted_blocks; see review/pdf_alignment_issues.csv.,,,none,,fix_pdf_alignment_first,PDF alignment issue: fix file mapping or extracted text before field-level review. All available source values differ; source PDF review required before choosing a value.,alignment_issue,empty_extracted_blocks,No text found in the first two pages of Feather 2006 - Traumafocused_cognitive_behavi.PDF_blocks.json.
Heard 1992.pdf,Heard 1992,Treatment length,all_different,high,12,"[""12""]",null,[],"[""12 weeks"", ""16 weeks"", ""10 sessions"", ""4 weeks"", ""3-9 weeks"", ""11 weeks""]","[""10"", ""11"", ""12"", ""16"", ""3-9"", ""4""]",all available non-empty values differ,,,,,,,PDF alignment issue: legacy_author_not_in_first_pages; see review/pdf_alignment_issues.csv.,,,none,,fix_pdf_alignment_first,PDF alignment issue: fix file mapping or extracted text before field-level review. All available source values differ; source PDF review required before choosing a value.,alignment_issue,legacy_author_not_in_first_pages,Legacy study author token 'heard' was not found in the first two pages of Heard 1992_blocks.json.
Ooi 2012.pdf,Ooi 2012,Treatment length,all_different,high,14,"[""14""]",null,[],"""12-28 sessions""","[""12-28 sessions""]",all available non-empty values differ,,,,,,,PDF alignment issue: duplicate_pdf_file; see review/pdf_alignment_issues.csv.,,,none,,fix_pdf_alignment_first,PDF alignment issue: fix file mapping or extracted text before field-level review. All available source values differ; source PDF review required before choosing a value.,alignment_issue,duplicate_pdf_file,Same SHA-256 hash as another input PDF filename. Related: Unterhitzenberger 2015 - Trauma-focused cognitive behavioral therapy with unaccompanied refugee minors.pdf (Unterhitzenberger 2015)
Unterhitzenberger 2015 - Trauma-focused cognitive behavioral therapy with unaccompanied refugee minors.pdf,Unterhitzenberger 2015,Treatment length,all_different,high,"[12, 25, 28]","[""12"", ""25"", ""28""]",null,[],"""12-28 sessions""","[""12-28 sessions""]",all available non-empty values differ,,,,,,,PDF alignment issue: duplicate_pdf_file; see review/pdf_alignment_issues.csv.,,,none,,fix_pdf_alignment_first,PDF alignment issue: fix file mapping or extracted text before field-level review. All available source values differ; source PDF review required before choosing a value.,alignment_issue,duplicate_pdf_file,Same SHA-256 hash as another input PDF filename. Related: Ooi 2012.pdf (Ooi 2012)
Eisen 2008.pdf,Eisen 2008,Treatment protocol,all_different,high,"""PT""","[""pt""]",null,[],"""10 individualized weekly sessions, 1.5 hours each, focusing on education, skills building, practice, and relapse prevention""","[""10 individualized weekly sessions, 1.5 hours each, focusing on education, skills building, practice, and relapse prevention""]",all available non-empty values differ,,,,,,,PDF alignment issue: duplicate_pdf_file; see review/pdf_alignment_issues.csv.,,,none,,fix_pdf_alignment_first,PDF alignment issue: fix file mapping or extracted text before field-level review. All available source values differ; source PDF review required before choosing a value.,alignment_issue,duplicate_pdf_file,Same SHA-256 hash as another input PDF filename. Related: Neuhoff 2006.pdf (Neuhoff 2006)
Feather 2006 - Traumafocused_cognitive_behavi.PDF.pdf,Feather 2006,Treatment protocol,all_different,high,"""TF-CBT""","[""trauma focused cognitive behavioral therapy""]",null,[],"[""Manualised TF-CBT programme (Feather & Ronan, 2004)""]","[""manualised tf-cbt programme (feather & ronan, 2004)""]",all available non-empty values differ,,,,,,,PDF alignment issue: empty_extracted_blocks; see review/pdf_alignment_issues.csv.,,,none,,fix_pdf_alignment_first,PDF alignment issue: fix file mapping or extracted text before field-level review. All available source values differ; source PDF review required before choosing a value.,alignment_issue,empty_extracted_blocks,No text found in the first two pages of Feather 2006 - Traumafocused_cognitive_behavi.PDF_blocks.json.
Neuhoff 2006.pdf,Neuhoff 2006,Treatment protocol,all_different,high,"""session protocol (Silverman)""","[""session protocol (silverman)""]",null,[],"""Integrated cognitive-behavioral parent-training protocol specifically for parents of separation-anxious youth""","[""integrated cognitive-behavioral parent-training protocol specifically for parents of separation-anxious youth""]",all available non-empty values differ,,,,,,,PDF alignment issue: duplicate_pdf_file; see review/pdf_alignment_issues.csv.,,,none,,fix_pdf_alignment_first,PDF alignment issue: fix file mapping or extracted text before field-level review. All available source values differ; source PDF review required before choosing a value.,alignment_issue,duplicate_pdf_file,Same SHA-256 hash as another input PDF filename. Related: Eisen 2008.pdf (Eisen 2008)
Ooi 2012.pdf,Ooi 2012,Treatment protocol,all_different,high,"""Meeky Mouse, web-based""","[""meeky mouse, web-based""]",null,[],"""TF-CBT manual based on PRACTICE components""","[""tf-cbt manual based on practice components""]",all available non-empty values differ,,,,,,,PDF alignment issue: duplicate_pdf_file; see review/pdf_alignment_issues.csv.,,,none,,fix_pdf_alignment_first,PDF alignment issue: fix file mapping or extracted text before field-level review. All available source values differ; source PDF review required before choosing a value.,alignment_issue,duplicate_pdf_file,Same SHA-256 hash as another input PDF filename. Related: Unterhitzenberger 2015 - Trauma-focused cognitive behavioral therapy with unaccompanied refugee minors.pdf (Unterhitzenberger 2015)
Unterhitzenberger 2015 - Trauma-focused cognitive behavioral therapy with unaccompanied refugee minors.pdf,Unterhitzenberger 2015,Treatment protocol,all_different,high,"""TF-CBT""","[""trauma focused cognitive behavioral therapy""]",null,[],"""TF-CBT manual with modifications for affective modulation and caregiver involvement""","[""tf-cbt manual with modifications for affective modulation and caregiver involvement""]",all available non-empty values differ,,,,,,,PDF alignment issue: duplicate_pdf_file; see review/pdf_alignment_issues.csv.,,,none,,fix_pdf_alignment_first,PDF alignment issue: fix file mapping or extracted text before field-level review. All available source values differ; source PDF review required before choosing a value.,alignment_issue,duplicate_pdf_file,Same SHA-256 hash as another input PDF filename. Related: Ooi 2012.pdf (Ooi 2012)
Heard 1992.pdf,Heard 1992,Type of SCED design,all_different,high,"""multiple baseline design""","[""multiple baseline design""]",null,[],"""multiple baseline, randomized controlled trials, case reports, functional analytic approach""","[""multiple baseline, randomized controlled trials, case reports, functional analytic approach""]",all available non-empty values differ,,,,,,,PDF alignment issue: legacy_author_not_in_first_pages; see review/pdf_alignment_issues.csv.,,,none,,fix_pdf_alignment_first,PDF alignment issue: fix file mapping or extracted text before field-level review. All available source values differ; source PDF review required before choosing a value.,alignment_issue,legacy_author_not_in_first_pages,Legacy study author token 'heard' was not found in the first two pages of Heard 1992_blocks.json.
Neuhoff 2006.pdf,Neuhoff 2006,Type of SCED design,all_different,high,"""pre-post design""","[""pre-post design""]",null,[],"""multiple baseline design across participants""","[""multiple baseline design""]",all available non-empty values differ,,,,,,,PDF alignment issue: duplicate_pdf_file; see review/pdf_alignment_issues.csv.,,,none,,fix_pdf_alignment_first,PDF alignment issue: fix file mapping or extracted text before field-level review. All available source values differ; source PDF review required before choosing a value.,alignment_issue,duplicate_pdf_file,Same SHA-256 hash as another input PDF filename. Related: Eisen 2008.pdf (Eisen 2008)
